code,term
Z86..00,Personal care impairment
Z87..00,Personal care disability
Z88..00,Personal care handicap
Z89..00,Ability to perform personal hygiene activity
Z8A..00,Ability to perform dressing activity
Z8B..00,Ability to manage personal health care
33L..00,Shuttle test
43i..00,Additional RAST test
3AE..00,GDS (Global Deterioration Scale) level
47H..00,Faeces appearance
42i..00,Haematology battery test
44y..00,White cell and plasma lysosomal enzyme levels
4D8..00,Pleural fluid pH level
4JW..00,Microbiology battery test
65X..00,Contact tracing
4Q1..00,Drug level
4Q2..00,Hormone level
4Q3..00,Protein level
4Q5..00,Amino acid level
4Q8..00,Carbohydrate measurement
4Q9..00,Enzyme measurement
4QA..00,Lipid level
65a..00,"Diphtheria tetanus and five component acellular pertussis, haemophilus influenzae type b, inactivated polio vaccination"
33M..00,Heaf test
8BN..00,Sterile maggot wound debridement
188..00,Ankle flare
66j..00,Human immunodeficiency virus monitoring
1W...00,Possible condition
1G2..00,Dissatisfied with body image
1W0..00,Possible influenza A virus H1N1 subtype
2J9..00,Medically fit for prison transfer
2JA..00,Medically fit to attend hospital appointment
2JB..00,Medically fit for cellular confinement
6AE..00,Multidisciplinary review
2JD..00,Medically fit for activity outside prison
2JE..00,Last days of life
14c..00,History of epistaxis
2Fa..00,Hutchinson's sign - herpes zoster involving nose tip
14g..00,History of developmental disorder
66k..00,Cystic fibrosis monitoring
1I9..00,No finger clubbing
4Ja..00,Helicobacter pylori stool test
6B5..00,NHS Health Check programme
1L3..00,Date of onset of symptoms
14d..00,History of poor general health
3C...00,Exhaled nitric oxide test
3B4..00,Failed endometrial biopsy
8Hr..00,Referral to health care assistant
8Hq..00,Admission to substance misuse detoxification centre
8MC..00,Measles vaccination requested
7P...00,"Diagnostic imaging, testing and rehabilitation"
7P2..00,Rehabilitation - procedure
8Hl..00,Referral - other care
8LF..00,Coronary angiography planned
66l..00,Telehealth monitoring for chronic disease
1TB..00,History of major tranquilliser misuse
8AB..00,Telehealth monitoring
8CX..00,Common mental health conditions stepped care model (Care Services Improvement Partnership 2006)
1JJ..00,Suspected depression
1IF..00,Sickle cell disease not suspected
1JV..00,Suspected sickle cell disease
68c..00,Genetic screening for disorder
38J..00,Breastfeeding assessment
8IC..00,Domestic abuse not discussed
8ID..00,Postnatal depression not discussed
1W1..00,Possible familial hypercholesterolaemia
38D..00,Further miscellaneous scales
61Q..00,Partner contraception
4KK..00,Vaginal vault smear action needed
8C6..00,Wound dressing requested by accident and emergency service
6AF..00,Well-being assessment for long term conditions reviewed
8C7..00,Suture removal requested by accident and emergency service
68d..00,Adolescent health screening
6AG..00,Housebound patient review
13u..00,Additional main spoken language
13v..00,"Born in French overseas region, department, collectivity or territory"
13w..00,Supplemental main language spoken
1Z2..00,Physical environment
43x..00,Common composite blood groups - finding
840..00,Direct current cardioversion planned
24L..00,Auscultation of heart
23H..00,Auscultation of lower respiratory tract
2JJ..00,Accident and emergency department attendance avoided
8Ht..00,Admission to nursing home
6AH..00,NHS Health Check annual review
2JK..00,Does not wish to discuss prognosis
1V1..00,Time devoted to drug-related activities
8Ch..00,Application of eye patch
14e..00,History of in-vitro fertilisation
1JK..00,Suspected transient ischaemic attack
48T..00,CSF (cerebrospinal fluid) glycine level
4B8..00,Synovial fluid mucin clot test
4IB..00,Fluid examination
1JL..00,Suspected diabetes mellitus
1JM..00,Suspected hypothyroidism
2JL..00,Imminent expected death
2JM..00,Capable of work on work capability assessment criteria
61S..00,Contraception method not decided
61R..00,Uses intrauterine system contraception
61V..00,Problem with contraception
8Cd..00,Further patient given advice
8Ce..00,Finding of preferred place of care
65f..00,Initiation of partner notification
2JP..00,Medically fit for court appearance
61a..00,Never used condom
61X..00,Planned contraception method
14h..00,Never had mammogram
61Y..00,Uses contraception
33P..00,Timed six metre walk
38F..00,Assessment for bariatric surgery
13y..00,Religious affiliation
13z..00,Religion - additional affiliations
2JC..00,Medically fit for adjudication under Young Offender Institution Rule 49
2JG..00,Understands importance of blood pressure monitoring and control
41J..00,Patient not informed of test result
61T..00,Uses female condom
3AF..00,Addenbrooke's cognitive examination revised - score
43y..00,Immunoglobulin tests - additional
14f..00,H/O attempted weight loss
39J..00,Independent in cooking
8A7..00,Liver function monitoring
1X...00,NHS Sickle Cell and Thalassaemia Screening Programme family origin
1X0..00,NHS Sickle Cell and Thalassaemia Screening Programme family origin African or African-Caribbean (black)
1X1..00,NHS Sickle Cell and Thalassaemia Screening Programme family origin South Asia (Asian)
38H..00,Assessment for minor surgery
1X3..00,"NHS Sickle Cell and Thalassaemia Screening Programme family origin other non-European excluding African or African-Caribbean, South or South East Asian (other)"
1X4..00,NHS Sickle Cell and Thalassaemia Screening Programme family origin Southern and other European (white)
1X5..00,NHS Sickle Cell and Thalassaemia Screening Programme family origin United Kingdom (white)
1X6..00,NHS Sickle Cell and Thalassaemia Screening Programme family origin Northern European (white)
2JH..00,Meets eligibility criteria for well-being assessment for long term conditions
187..00,Frequency of angina
1IA..00,No evidence of diabetic nephropathy
8LG..00,Lung transplant planned
8LH..00,Liver transplant planned
8BT..00,Medication review - additional
8Hv..00,Admission to virtual ward
6AJ..00,Home oxygen therapy review
8ME..00,Influenza vaccination requested
44H..00,Test request : Cardiac enzymes
4JN..00,Test request : Helicobacter blood test
44B..00,Test request : Serum alpha-feto protein
8Hw..00,Referral cancelled by general practitioner
1JN..00,Suspected infectious disease
28N..00,Assessment of mental capacity in accordance with Mental Capacity Act (2005)
2JN..00,Limited capability for work on work capability assessment criteria
61W..00,United Kingdom medical eligibility criteria for contraceptive use 2009 risk category
8IE..00,Procedure declined - additional
67Q..00,Counselling for end of life issues
8GG..00,Systemic psychotherapy
8MD..00,Request received for letter
6AK..00,Annual health review
67S..00,Education for care planning
2JR..00,Lack of mental capacity to make decision (Mental Capacity Act 2005)
38G..00,Additional miscellaneous scales
39K..00,Housework independent
8IF..00,Professional judgement not to engage patient with insulin alert requirements
16R..00,Bleeding symptom
1JP..00,Suspected drug overdose
189..00,Worsening exercise tolerance
8LJ..00,Colonoscopy planned
4JE..00,Test request : Eye swab taken
43I..00,Test request : Complement test
4E4..00,Test request : Sputum culture
4E3..00,Test request : Sputum microscopy
43U..00,Test request : Chlamydia antigen test
1IE..00,Medium-chain acyl-coenzyme A dehydrogenase deficiency not suspected
2JS..00,Combination internal cardiac defibrillator and pacemaker in situ
A3C..00,Sepsis
J6A..00,Gastroenteritis and colitis of unknown origin
Ly2..00,Sequelae of complication pregnancy childbirth and puerperium
U3P..00,Maltreatment
14j..00,H/O care from relative
8T...00,Referral - additional
8T0..00,Referral to service - additional
G25..00,Stage 1 hypertension (NICE - National Institute for Health and Clinical Excellence 2011)
G26..00,Severe hypertension (NICE - National Institute for Health and Clinical Excellence 2011)
G28..00,Stage 2 hypertension (NICE - National Institute for Health and Clinical Excellence 2011)
431..00,Test request : ABO blood grouping
42X..00,Test request : Reticulocyte count
44Q..00,Test request : Serum triglycerides
4JJ..00,Test request : Urine sample for organism
4JM..00,Test request : Helicobacter breath test
43L..00,Test request : Sample serology
1a...00,Social and personal history
1b0..00,Bisexual
1b1..00,Heterosexual
1b4..00,History taking of sexual orientation declined
1JS..00,Suspected medium-chain acyl-coenzyme A dehydrogenase deficiency
2Fd..00,Finding of Eron severity classification for skin and soft tissue infections
4ID..00,"Post transfusion, repeat test four months after last transfusion"
49...00,Test request : Semen examination
44P..00,Test request : Serum cholesterol
43Q..00,Test request : RAST test
38Q..00,Miscellaneous scales - supplemental
38R..00,Framework for the Assessment of Children in Need and their Families
63H..00,Time of delivery
66o..00,Further diabetic monitoring
8Cq..00,Application of padding to the foot
8T1..00,Referral to clinic - additional
498..00,Test request : Total sperm count
46L..00,Test request : Urine catecholamine test
12b..00,Family history of FGM (female genital mutilation)
15K..00,History of female genital mutilation
2Ba..00,Finding of Surveillance of Cerebral Palsy in Europe classification for neonatal neuroimaging results for children with cerebral palsy
7J5..00,Operation on bone of skull
8IH..00,Procedure declined - supplemental
8W...00,Referral statuses
8W0..00,Meets NICE clinical guideline CG164 familial breast cancer referral criteria for assessment and management in secondary care
P69..00,Left ventricular outflow tract obstruction
1Be..00,Psychotic symptoms absent
1M5..00,Finding of pattern of pain
1M6..00,Observation of affective dimension of pain
38T..00,Assessment of parenting capacity
38V..00,Miscellaneous scales 2
8W1..00,Referral to mental health services deferred until substance misuse resolved
8W2..00,Referral to mental health services deferred until alcohol misuse resolved
PD8..00,Congenital abnormality of kidney
1Z4..00,Allergic reaction to drug
38W..00,Ages and Stages Questionnaires Third Edition scores - 1
GB...00,"Hereditary angiopathy with nephropathy, aneurysms and muscle cramps syndrome"
H3B..00,Asthma-chronic obstructive pulmonary disease overlap syndrome
8IJ..00,Procedure contraindicated - supplemental
894..00,Pre-surgery evaluation of lung recipient
G39..00,Coronary microvascular disease
1L4..00,Date of foreign travel
22W..00,QRISK2 calculated heart age
22V..00,Difference between actual and QRISK2 calculated heart age
1JQ..00,Possible squint
67R..00,Identifying barriers to goal achievement
66m..00,Unsuitable for meteorological health forecasting service
4KN..00,Bone marrow cellularity determination
4L5..00,Cytogenetic study
8Cl..00,Shared decision making
8Cm..00,Management of irritable bowel syndrome
4IC..00,Sample taken before recall period
1S8..00,No apparent risk of suicide
8IG..00,Unable to provide sample
8Cn..00,Admission profile form completed
1JR..00,Suspected acrodysostosis
8R...00,Use of foot impulse device
8S...00,Use of intermittent pneumatic compression device
14i..00,H/O hepatitis C antiviral drug therapy
6AM..00,Keep Well health check review
14m..00,H/O long term condition
8Co..00,Map of Medicine pathway
6B7..00,Healthy Start programme
68e..00,Screening for risk of falls
41M..00,Blood test declined
38L..00,Assessment of Year of Care goal importance
38M..00,Assessment of Year of Care action confidence
22a..00,Waist to height ratio
G27..00,Hypertension resistant to drug therapy
Gy1..00,Stenosis of dialysis vascular access
Gy2..00,Thrombosis of dialysis vascular access
8AC..00,Metal-on-metal hip replacement annual review
8N1..00,Modification of wheelchair
1L5..00,Date of entry to United Kingdom
66n..00,Chronic pain review
F2C..00,Non-epileptic attack disorder
Gy3..00,Occlusion of dialysis vascular access
Gy4..00,Infection of dialysis vascular access
Gy5..00,Haemorrhage of dialysis vascular access
Gy6..00,Rupture of dialysis vascular access
14k..00,H/O: fever
1W2..00,Probable familial hypercholesterolaemia
C2B..00,Vitamin D insufficiency
8BV..00,Emergency contraception indicated
24N..00,O/E left brachial pulse present
24P..00,O/E right brachial pulse present
24Q..00,O/E left brachial pulse absent
24R..00,O/E right brachial pulse absent
24S..00,O/E left radial pulse present
24T..00,O/E right radial pulse present
24V..00,O/E left radial pulse absent
24W..00,O/E right radial pulse absent
24X..00,O/E left arm pulses all present
24Y..00,O/E right arm pulses all present
24a..00,O/E left arm pulses all absent
24b..00,O/E right arm pulses all absent
8AE..00,Research study observation activity
1PC..00,Electronic cigarette user
1JX..00,Suspected coronavirus infection
2JY..00,Requires oxygen therapy during exercise
1IG..00,No evidence of child sexual abuse
8Cp..00,Triple P - Positive Parenting Programme
8GK..00,Multisystemic therapy
832..00,Application of focused rigidity cast
8GN..00,Video interaction guidance
6B8..00,Family Nurse Partnership programme
8GJ..00,Parent-infant psychotherapy
8GL..00,Attachment-based therapy
8GM..00,Cognitive rehabilitation therapy
67X..00,Psychoeducation
14l..00,H/O abnormal cervical smear
1H4..00,Child aware of parent diagnosis
15J..00,Vulval rash
66p..00,Vitamin D deficiency monitoring
1JY..00,Suspected hereditary disease
16T..00,Medically unexplained symptoms
GA0..00,Carditis due to rheumatic fever
8Cs..00,Filing toenails
65g..00,Disposable device used
29Q..00,Observation of upper body strength
1JZ..00,Suspected binge eating disorder
1FN..00,Emotional eating
38S..00,Assessment of fitness for work
4Z1..00,Chronic kidney disease laboratory study
1FR..00,Compliant with oral nutritional supplement regimen
1FQ..00,Partial compliance with oral nutritional supplement regimen
1FP..00,Noncompliance with oral nutritional supplement regimen
7J6..00,Distraction osteogenesis of bones of skull
1a1..00,Attends parent support group
1G3..00,Concerned about appearance of fingernails
